id,name
272658,"J. Droulez"
273782,"Tucker Balch"
274716,"Alain Lecomte"
274836,"Marie-Pierre Dubuisson-Jolly"
274852,"Christophoros Nikou"
275570,"Cen Rao"
275842,"Deva Ramanan"
276389,"M. Rao"
276456,"D. Q. Huynh"
282083,"Menno van Zaanen"
284447,"Cheng-En Guo"
284658,"Joachim Niehren"
285351,"Akshar Bharati"
285923,"Masao Utiyama"
288303,"Jan Puzicha"
288713,"Jefferson A. Coelho Jr."
288831,"Paul M. Hubel"
288902,"Stefan Müller"
290258,"Margarita Osadchy"
290611,"Abraham P. Ittycheriah"
290916,"Nicholas J. Adams"
293126,"Charles Rich"
294461,"Allan Borra"
295676,"Hiroshi Mamitsuka"
299137,"Meng Sun"
299976,"Qing Ma"
300959,"Oliver Jesorsky"
301236,"Yanlin Guo"
301283,"David K. Wehe"
301312,"Kazunori Komatani"
301572,"Yiming Ma"
301599,"Don Blaheta"
303069,"Eugene Charniak"
303231,"Shankar Rao"
303450,"J. L. Crowley"
304174,"Yue Zhou"
304819,"Kristina Toutanova"
305281,"Lisa N. Michaud"
305938,"Jongsun Kim"
306110,"Bhavani Raskutti"
306197,"Ming-Hsuan Yang"
306324,"Thomas Petsche"
307088,"R. E. Schapire"
307393,"Annabelle Chardin"
307638,"Danny Keren"
307786,"Richard Zens"
307951,"Yong Wang"
308036,"Roberto Manduchi"
308058,"David Nister"
308082,"Daniel Martinec"
308619,"Robert Dale"
309105,"Rein van den Boomgaard"
309155,"Daisuke Kawahara"
310501,"Huaigu Cao"
310912,"Mihai Boicu"
312023,"Hideki Tanaka"
312467,"Massimo Poesio"
312553,"Antal Van Den Bosch"
315364,"Kyoko Kanzaki"
316016,"Robert Fossum"
316542,"Collin F. Baker"
316580,"Haifeng Liu"
316784,"Rashmi Prasad"
317575,"Horst Hau&#223/ecker"
318257,"Walter Daelemans"
318275,"M. Sebban"
318323,"Richard P. Wildes"
318411,"Achi Brandt"
318863,"Zhaohui Sun"
320295,"Craig William Codrington"
320994,"Manish Sarkar"
321545,"Nicholas R. Howe"
321967,"Fei-Yue Wang"
322050,"Vlad Branzoi"
324419,"Gerald Schaefer"
327710,"Dani Goldberg"
329817,"Andrew Blake"
329846,"Marco Saerens"
329870,"Andrew Blake"
329899,"Daishi Harada"
330533,"Malcolm R. K. Ryan"
330582,"Sam Roweis"
330696,"Sašo Džeroski"
330840,"W. R. Edwards"
330975,"Jing Huang"
331989,"Katharina Morik"
332258,"Amund Skavhaug"
335089,"Justin A. Boyan"
335803,"Guy Rochard"
335900,"Yuji Matsumoto"
337256,"Ronan Fablet"
338274,"M. Farenzena"
338699,"G. McGunnigle"
339279,"Jeffrey Ho"
339384,"Michail G. Lagoudakis"
339621,"Salvador Ruiz-Correa"
339762,"Moshe Ben-Ezra"
340358,"J. Matas"
340449,"Andrew W. Senior"
341132,"Kurt Cornelis"
341209,"Andrew Lippman"
341248,"S. C. Schwartz"
341250,"A. Criminisi"
342203,"Alexander K. Seewald"
342771,"B. A. A. Nazief"
344288,"Eric McCreath"
344307,"Huajie Zhang"
344418,"Richard Goodrum"
346275,"H Niemann"
347730,"Daniel Gildea"
347802,"Bonnie J. Dorr"
350853,"Ping Tan"
351918,"John Dowding"
352417,"Tanveer Fathima Syeda-Mahmood"
353547,"R. Stevenson"
353560,"Francis Quek"
354072,"Rob Fergus"
354127,"Suzanne Ava Stevenson"
354301,"Adam Laud"
354406,"Kar-Ann Toh"
355132,"Gabriel Pereira Lopes"
355204,"Francesca Odone"
355424,"Philip L. Worthington"
355931,"B F Buxton"
356561,"Friedrich Neubarth"
357899,"Roman Yangarber"
358163,"Ramani Duraiswami"
358570,"Vasileios Hatzivassiloglou"
359002,"Irfan Essa"
360875,"Gilles Aubert"
362496,"Cecilia Mazzaro"
362849,"Timothy Bickmore"
362975,"Benjamin Taton"
363034,"Xianfeng Gu"
363754,"Andrew Gordon"
363829,"Alexis Roche"
363948,"Alan Fern"
364156,"Fatiha Sadat"
364672,"Karsten L. Worm"
365154,"Hauke Tschach"
365587,"Finnegan Southey"
366014,"Terrance E. Boult"
366724,"Mark G. Core"
367047,"Geoffrey J. Gordon"
367337,"Shiri Gordon"
367618,"Virach Sornlertlamvanich"
367820,"Feng Han"
368018,"Jane Mulligan"
368258,"K Ikeuchi"
368640,"Kenji Imamura"
371851,"Rahul Bhotika"
372621,"Li Lian"
373653,"Fredrik Kahl"
374316,"Markus Weber"
374591,"Alin Dobra"
376217,"Yair Weiss"
376308,"Douglas DeCarlo"
377630,"Rolf P. Würtz"
377785,"Helder Araújo"
377897,"Fabio Roli"
377961,"Hwee Tou Ng"
378049,"David Cohn"
379259,"Jason Rennie"
379951,"Denver Dash"
379980,"Richard Dearden"
380153,"Isabelle L. Herlin"
380572,"Rosemary Emery"
382648,"Stefan Carlsson"
383857,"Masaaki Nagata"
383879,"Charless Fowlkes"
384963,"Yorick Wilks"
385705,"Nir Friedman"
387060,"David C. Wilson"
388179,"C. J. Rupp"
388510,"Ilan Shimshoni"
389776,"Jiaya Jia"
390043,"Richard Howard Wicentowski"
390345,"Dieter Fox"
390900,"Rodger Kibble"
391837,"Bart Selman"
392189,"Anitha Kannan"
392741,"Hitoshi Isahara"
393041,"Satoshi Sekine"
393929,"Marcel van Lohuizen"
394378,"Machiel Westerdijk"
394952,"Thomas Vetter"
395804,"Manuela M. Veloso"
397997,"Johnny T. Chang"
398273,"Peter Sand"
398573,"Christoph Strecha"
398990,"Anurag Gupta"
401334,"LoongFah Cheong"
402782,"Christian Jacquemin"
403672,"Ljupěco Todorovski"
404205,"Michael Jones"
404573,"Lynne J. Cahill"
405178,"Philip David"
405387,"J. Isidoro"
405756,"Philipp Koehn"
406502,"Stanley E. Scharoff"
407780,"Kiyoshi Yamabana"
408661,"Peter Meer"
408917,"Andrei Mikheev"
409211,"Claire Cardie"
409469,"Michael R. Brent"
409742,"Salvador Botello"
409977,"Gann Bierner"
410260,"Adrian Corduneanu"
410498,"Svetlana Lazebnik"
410585,"Marc Pollefeys"
410719,"Ye Zhang"
411044,"S. Buchholz"
411462,"Justus Piater"
411831,"Amy S. Weinberg"
412281,"J. Scott McCarley"
413196,"L. H. Ungar"
413922,"Hwee Tou Ng"
413983,"T. Hassner"
414173,"Todd Ward"
415393,"Kristin P. Bennett"
415689,"L Allison"
417108,"Calvin R. Maurer, Jr."
417190,"Michael Kipp"
417210,"Bogdan Matei"
417270,"Ricardo Vilalta"
417771,"Takao Watanabe"
418304,"Hannes Pirker"
418600,"Gregory Z. Grudic"
418828,"Steve Whittaker"
419605,"Octavia I. Camps"
420206,"Paul Morǎrescu"
420268,"Nigel Duffy"
420589,"Ulrich Hillenbrand"
420676,"Pierre-Louis Bazin"
420947,"Colin K. M. Ho"
421775,"E. Grosso"
422403,"Elisabeth Rouy"
425736,"H. D. Tagare"
426046,"Yasuhiro Taniguchi"
426383,"Francis Bond"
427607,"James R. Curran"
428319,"Charles D. Yang"
429030,"Robert Sim"
429134,"Giuseppe Carenini"
429456,"Emmanuel Prados"
429751,"Laurent Romary"
430117,"Jacques Ales Bianchetti"
430119,"Wei Yun Yau"
431283,"K. Oflazer"
431572,"Kathleen R. McKeown"
436018,"Diane J. Cook"
439977,"Mike Rogers"
440634,"B. Bhanu"
440717,"David Gondek"
441250,"Eric Villemonte de la Clergerie"
441955,"Max Welling"
442034,"Sandeep Seri"
442114,"Yossi Rubner"
442502,"Thomas Bonfort"
443308,"JungHyun Han"
443795,"Jette Randløv"
443924,"Andrea Torsello"
444515,"Slobodan Vucetic"
444524,"Andrew Davison"
444945,"Paul R. Cohen"
445010,"H. Hassan"
445148,"Simon Henderson Corston-Oliver"
445154,"Martin Zinkevich"
445293,"C. Schmid"
445544,"Keith Hanna"
446365,"Jürgen Forster"
446367,"Jeremy Glasner"
447560,"Frederic Richard"
447758,"J. M. Gawron"
448280,"F. Vichot"
448775,"Michael Goebel"
450172,"Barbara Caputo"
450625,"Eiko Yamamoto"
450666,"S. Gong"
451678,"Julia Vogel"
452087,"Yoram Baram"
452599,"Brigitte Krenn"
454658,"Olcay Taner Yildiz"
456299,"Lisa Pearl"
459319,"Hai Jin"
459610,"Raffaele Cappelli"
460609,"John D. Lafferty"
461109,"Nancy Ide"
462301,"Stefan Evert"
462752,"Masato Yamamoto"
463450,"Manabu Sassano"
465966,"Annalisa Barla"
466059,"R. Cipolla"
467341,"J. Méndez Rodríguez"
467652,"Shing-Tung Yau"
468873,"Josef Bigün"
469338,"Sanmay Das"
471430,"P. Johansen"
471815,"Silviu Cucerzan"
471960,"Gabe Reinstein"
473014,"Robert Malouf"
473858,"Fernando Pereira"
474982,"John Burger"
475799,"Sundar Vedula"
475922,"Amit Dubey"
476099,"Edward A. Geiser"
477008,"Nir Sochen"
477326,"James H. Elder"
477355,"Hristo Tanev"
477632,"Rong Jin"
478930,"Guodong Zhou"
479355,"Benjamin van Roy"
479964,"E. Brill"
480326,"Antonin Rozsypal"
480352,"Topi Mäenpää"
480767,"Jean-Luc Gauvain"
481333,"Sylvia C. Pont"
481349,"Romer Rosales"
481525,"Attilio Giordana"
482450,"João P. Barreto"
482470,"Tom Malzbender"
482828,"Wen-Chi Shei"
484193,"A S Willsky"
485135,"Suresh Manandhar"
485204,"Yukinori Kakazu"
485392,"Jean-Philippe Tarel"
485499,"Fletcher Lu"
485916,"Wenmiao Lu"
485982,"Richard Crouch"
486908,"Hugues Bersini"
487023,"Bikramjit Banerjee"
487132,"Arindam Banerjee"
487192,"Brian Edward Roark"
487373,"Baback Moghaddam"
487432,"Michael Strube"
487452,"Koichiro Deguchi"
488025,"Juwei Lu"
488988,"Y. Y. Zeevi"
490220,"D. Snow"
490257,"Changshui Zhang"
491788,"Shichao Zhang"
491796,"Eibe Frank"
491856,"Byoung-Tak Zhang"
492319,"Ian Frank"
493000,"Anette Frank"
494270,"V. Caselles"
496963,"K Kanatani"
497322,"Emmanuel Morin"
497328,"Luce Morin"
497708,"T. Daniel Midgley"
498313,"Sherri L. Condon"
498728,"S J Maybank"
499435,"Sang-Zoo Lee"
499951,"Frank Delleart"
500942,"Robert Givan"
500947,"Timo Kohlberger"
501263,"B. T. Thomas"
502170,"Gaurav Tevatia"
502347,"Michael Werman"
502789,"Yusuf Sinan Akgul"
502983,"Shree K. Nayar"
503412,"Dorian Suc"
503560,"Scott D. Cohen"
504174,"Guang-Zhong Yang"
504588,"William Cohen"
504613,"Laurent D. Cohen"
505110,"Helmut Schmid"
505419,"Marco Carcassoni"
505499,"Cordelia Schmid"
506007,"Ming Zhou"
506190,"Gerald Tesauro"
507307,"Daniel Francis Hardt"
509210,"Horacio Saggion"
510052,"Brian V. Funt"
510157,"P. Perez"
510843,"Hirofumi Yamamoto"
512090,"Ulrich Schäfer"
512124,"Lourdes Agapito"
512349,"C. K. Williams"
514162,"Lance Williams"
514536,"G. Hirzinger"
515593,"HowLung Eng"
515638,"B. North"
516207,"Mark-Jan Nederhof"
516828,"Wei Chu"
518341,"Jan-Olof Eklundh"
518462,"A. Gammerman"
518595,"Marcel Mitran"
519244,"Joshua Goodman"
519291,"Mukund Padmanabhan"
519481,"Lucero Lopez Perez"
519908,"Ying Zhu"
521085,"C. Elkan"
521201,"Remco C. Veltkamp"
521253,"Julie E. Boland"
521467,"Guy Lebanon"
521535,"John R Kender"
521844,"Daniel V. Klein"
522004,"Eitaro Fujioka"
522329,"Johannes Fürnkranz"
523017,"Jing Wang"
523032,"Hans Uszkoreit"
523533,"Antal van den Bosch"
523535,"Stephan Vogel"
523691,"Oliver Williams"
523710,"Huihsin Tseng"
524175,"Shinichi Ueno"
524382,"Modesto Castrillón Santana"
524468,"Gerda Lubenova Kamberova"
524570,"Hisami Suzuki"
524805,"Chris Pal"
525262,"A. V. Zalesny"
525582,"J. S. Kandola"
525955,"Junhwan Kim"
526246,"Akitoshi Okumura"
526450,"CHEUNG Chi Shun"
526900,"B. Bascle"
527485,"John Williams"
528784,"William J. Fitzgerald"
529517,"Lionel Oisel"
530430,"Frédéric Guichard Jean-Philippe Tarel"
530459,"Aleksandr Dubinskiy"
531177,"G. H. Granlund"
531299,"Stefan Thater"
531352,"Kees van Deemter"
531696,"M Glesner"
532138,"Anil K. Jain"
532167,"Song Chun Zhu"
532397,"Dekai Wu"
532456,"Donghui Wu"
532470,"L Zhu"
532494,"Akane Yakushiji"
534055,"Wei-Jing Zhu"
534693,"Antonio Ferrández"
535800,"G. X. Qian"
535870,"Xiaofeng Ren"
535952,"Stefano Ferilli"
536062,"J. Carroll"
536687,"Jason Fritts"
537488,"Diana Santos"
537597,"J Csirik"
537920,"Paulo Rocha"
538145,"Kah Kay Sung"
538319,"Tom O'Hara"
538323,"Seiya Osada"
538830,"Hossein Ragheb"
539433,"Scott Mardis"
539498,"Slav Petrov"
539505,"Barry Schiffman"
539545,"Theo Moons"
539578,"Richard Power"
539581,"Ian Marshall"
539646,"Philip Stuart Resnik"
539654,"Tao Zhang"
539697,"T. Zhang"
539853,"El-Sayed Atlam"
541768,"Martin Cooperson, Jr."
541992,"Amir Globerson"
543529,"Sadao Kurohash"
543654,"Jonas Kuhn"
543968,"Sven J. Dickinson"
543975,"Rémi Ronfard"
544673,"Tom Stocky"
546401,"Noboru Miyazaki"
546789,"S. McCarley"
547218,"David Milward"
547814,"Geoffrey E. Hinton"
547871,"Masaki Murata"
548060,"Huan Chang"
548104,"Thomas Morton"
550371,"Igor V. Cadez"
550701,"Jose M. Castano"
551288,"D G Lowe"
552489,"ZuWhan Kim"
552639,"Miles E. Hansard"
552823,"Daphna Weinshall"
552834,"Changning Huang"
552931,"R. Malladi"
553877,"Valentin Jijkoun"
554203,"Sanda M. Harabagiu"
555078,"S. K. Shevade"
555573,"Markus Middendorf"
556144,"Jean-Luc Meunier"
558445,"Toyomi Saiga"
558911,"P. Caudal"
559504,"W. James MacLean"
559539,"Daniel Borrajo"
560635,"Jake D. Brutlag"
561042,"Geoff J. McLachlan"
561135,"Helen Wright Hastie"
561805,"Shunsuke Uemura"
562162,"Michael D. Grossberg"
562370,"Xiaodong Wang"
562630,"Yang Wang"
562662,"Mark Everingham"
563954,"Relu Patrascu"
565531,"Jan Neumann"
565787,"Jun Goto"
566019,"Bernd Möbius"
566321,"David Tschumperlé"
567345,"Robert Thomas Collins"
567385,"Christopher D. Manning"
567515,"Russell A. Manning"
567715,"Bernard Chazelle"
568091,"Dimitri Metaxas"
568211,"Kyriakos N. Sgarbas"
568325,"Javier Ortega-Garcia"
568407,"Dennis DeCoste"
568463,"Jose L. Marroquin"
570526,"César Silva"
570876,"Carlo Tomasi"
570941,"Ewan Klein"
572593,"Vadim N. Smelyansky"
572652,"Chuan Long"
573146,"B. Georgescu"
573826,"Masayuki Asahara"
574026,"Ruigang Yang"
574064,"T. Van Allen"
574732,"Graham Finlayson"
575016,"Mubarak Shah"
575474,"Xiuhong Zhang"
575691,"Takashi Washio"
575972,"Narendra Ahuja"
577389,"Annie Foret"
578881,"Abe Kazemzadeh"
579573,"Yaoyong Li"
580053,"Alexander Koller"
580586,"D. Ormoneit"
580642,"Slobodan Ilic"
580654,"Georgios Paliouras"
581002,"Cheng Niu"
581590,"O. Chutatape"
582824,"Pedrito Maynard-Reid, II"
582997,"L. Raedt"
583083,"H. Attias"
583351,"Johannes Hug"
583529,"Wee Sun Lee"
583687,"Sabino J. Ferreira"
584659,"Mi-Suen Lee"
585020,"Tomáš Pajdla"
586774,"Phan Huy Khanh"
586938,"Angel Domingo Sappa"
587351,"G. Lanckriet"
587406,"Scott M. Gallager"
587979,"Huang Changning"
588171,"Milena Petrova"
590042,"Efstathios Hadjidemetriou"
590362,"C. von der Malsburg"
591237,"Silvio Savarese"
591284,"Daphne Koller"
591535,"Pavel Krbec"
592908,"J. O. Kephart"
593098,"Daniel Nikovski"
593624,"Kannan Achan"
594577,"Jamie Sherrah"
595755,"Anlei Dong"
595767,"Nimrod Megiddo"
596053,"Doina Precup"
596112,"David A Harwood"
596771,"Katrin Erk"
596813,"Adnan Ansar"
596823,"Mikael Rousson"
596884,"Nebojša Jojić"
604522,"Harris Drucker"
604755,"Eric Yap"
604911,"R. L. de Màntaras"
605009,"Michael Julian Black"
605040,"Akiko Nakashima"
607063,"Adam Finkelstein"
607575,"Gunaranjan Vasireddy"
608302,"Elisabeth Crawford"
610441,"Alexander Holt"
611723,"Astro Teller"
612605,"Yuh-Jyh Hu"
614387,"John C. Waterton"
615425,"João Maciel"
615671,"Gerard Medioni"
615910,"M. Lindenbaum"
617442,"Kurt Driessens"
617966,"Shigenobu Kobayashi"
618645,"Andrew W. More"
618942,"Loo-Nin Teow"
619018,"Geert Caenen"
620242,"J. Lasenby"
620455,"John Laird"
620574,"Jien Kato"
620904,"Gareth Loy"
621166,"Mariano Rivera"
621252,"James R. Davis"
621348,"James W. Davis"
621476,"Chin-Hwee Peh"
621973,"Daniel Saul Jurafsky"
623822,"Rohini Srihari"
624076,"Richard Durbin"
624312,"Alex J. Smola"
625054,"Alexandra Psarrou"
626198,"Karin Müller"
626823,"Diana Maynard"
627098,"Bianca Zadrozny"
629033,"Ce Liu"
629382,"Philip M. Long"
629895,"Karvel K. Thornber"
630142,"Andrea Garullli"
632770,"Jan-Mark Geusebroek"
632849,"Endong Xun"
632893,"Alexei A. Efros"
633094,"Douglas A. Aberdeen"
633113,"Eric V. Siegel"
633127,"Jens Rittscher"
633711,"Ronald Parr"
634051,"Tapio Elomaa"
634341,"Neil Lawrence"
635469,"Michele Banko"
635823,"Luiz M. G. Gonçalves"
635880,"Uros Pompe"
636102,"E. Hayman"
636945,"Tze-Yun Leong"
638805,"Egon C. Pasztor"
639164,"Melanie Siegel"
643440,"Lex Weaver"
644014,"S.-S. Ieng"
644962,"Fan Jiang"
644972,"Guangshan Jiang"
645353,"Ismael García-Varea"
645764,"Yuankai Jiang"
647779,"A. Thayananthan"
648158,"Shuly Wintner"
648605,"Dana Segal"
649177,"David Jelinek"
649279,"Richard Segal"
649343,"Chris Brockett"
