id,name,n_pubs,n_citations,h_index
1227479,E. Alpaydin,2,0,0
1318406,Dana Cobzas,1,0,0
1614047,António Ribeiro,1,0,0
230016,Pamela W. Jordan,2,0,0
275842,Deva Ramanan,1,0,0
561805,Shunsuke Uemura,1,1,1
649729,Fredrick Jelinek,1,0,0
708950,Stan. Z. Li,1,0,0
727262,John Reidar Mathiassen,1,0,0
834228,Quang-Tuan Luong,3,0,0
45052,Alistair Willis,1,2,1
140838,William D. Smart,1,0,0
179257,Francine Chen,1,0,0
306324,Thomas Petsche,1,0,0
448280,F. Vichot,1,0,0
514162,Lance Williams,2,0,0
525262,A. V. Zalesny,1,0,0
567345,Robert Thomas Collins,3,1,1
1137573,Russell H. Taylor,1,0,0
1233726,Robert B. Fisher,1,0,0
1262431,Stuart I. Reynolds,1,0,0
1367580,"John W. Fisher, III",2,0,0
8379,Zoran Obradovic,1,0,0
365587,Finnegan Southey,1,0,0
429456,Emmanuel Prados,1,1,1
467341,J. Méndez Rodríguez,1,0,0
510843,Hirofumi Yamamoto,1,1,1
1089709,Shlomo Zilberstein,1,0,0
1117469,Adrien Bartoli,3,0,0
1147111,Christopher H. Bryant,1,0,0
1228838,Mario Marchand,1,0,0
1513005,Claude Sammut,1,0,0
1539841,Stephen Benoit,1,0,0
1657500,Seth Rogers,2,0,0
1677978,Cynthia A. Thompson,1,3,1
127182,Kary Myers,1,0,0
230180,Zhengyou Zhang,2,0,0
301283,David K. Wehe,1,0,0
341250,A. Criminisi,2,0,0
526450,CHEUNG Chi Shun,1,0,0
659662,Sandip Sen,1,0,0
790878,Alexandra Kinyon,3,0,0
823804,T. Walsh,1,0,0
830260,Benjamin Taskar,1,0,0
850154,S. S. Keerthi,2,0,0
904222,Brendan J. Frey,4,5,1
921324,Lucian Vlad Lita,1,0,0
1352886,James Reisman,1,0,0
1566983,Raymond J. Mooney,2,3,1
1641184,Charles R. Dyer,1,1,1
216,Dragos D. Margineantu,1,0,0
253691,J. T. Lapresté,1,0,0
284447,Cheng-En Guo,3,0,0
353560,Francis Quek,1,0,0
505110,Helmut Schmid,1,0,0
535800,G. X. Qian,1,0,0
585020,Tomáš Pajdla,3,1,1
620904,Gareth Loy,1,0,0
897688,Yu-Fei Ma,1,0,0
1194564,Jun'ichi Kakegawa,1,0,0
35105,Roger Moore,1,0,0
60470,Manu Sridharan,1,0,0
136704,Yongcheng Wang,1,0,0
402782,Christian Jacquemin,2,1,1
420676,Pierre-Louis Bazin,1,0,0
447758,J. M. Gawron,2,1,1
471960,Gabe Reinstein,1,0,0
587406,Scott M. Gallager,1,0,0
604522,Harris Drucker,1,0,0
615425,João Maciel,1,0,0
827780,Johanna D. Moore,1,1,1
1317207,K. P. Sycara,1,0,0
1366713,Douglas Fisher,1,0,0
1395887,Thomas C. Chuang,1,0,0
1450763,F. Béchet,1,0,0
1604769,Lori Lamel,1,0,0
1711494,Benoit Huet,1,0,0
83044,P. N. Belhumeur,3,0,0
112705,Philippe de Groote,1,0,0
161015,Yuval Krymolowski,2,0,0
307088,R. E. Schapire,3,1,1
335089,Justin A. Boyan,1,0,0
510157,P. Perez,5,1,1
583687,Sabino J. Ferreira,1,0,0
754184,Yukihiro Itoh,1,0,0
759439,David A. Maluf,1,0,0
790972,Kentaro Toyama,1,1,1
995470,Jesse Hoey,1,0,0
1405564,Ayhan Demiriz,1,0,0
1654970,Peter A. Flach,3,0,0
1660706,Assaf Zomet,3,0,0
377961,Hwee Tou Ng,1,0,0
478930,Guodong Zhou,2,2,1
583083,H. Attias,1,0,0
620455,John Laird,1,0,0
657532,Paul E. Utgoff,2,0,0
720243,Kwok-Wai Cheung,1,0,0
1177970,L. M. Alvarez,1,0,0
1240079,S W Zucker,3,2,1
1640260,Daisuke Iijima,1,0,0
1661638,Olivier Gérard,1,0,0
49731,Ian Reid,2,0,0
69321,J. J. Lucena-Molina,1,0,0
101414,Salvatore J Stolfo,1,0,0
414173,Todd Ward,1,5,1
518595,Marcel Mitran,1,0,0
539545,Theo Moons,1,0,0
590362,C. von der Malsburg,1,0,0
860703,C. Schnörr,2,0,0
919791,Robin D. Morris,1,0,0
1044552,Chandra Kambhamettu,3,0,0
1052108,Yaron Caspi,1,0,0
1123203,Witold Drożdżyński,1,0,0
1250952,Kenneth R. Beesley,1,0,0
1464779,Thomas Melluish,1,0,0
1465043,L Kaelbling,3,0,0
1612467,Jakub Piskorski,2,1,1
74695,Michael Felsberg,1,0,0
79071,Regina Barzilay,2,3,1
368258,K Ikeuchi,5,0,0
440717,David Gondek,1,0,0
442034,Sandeep Seri,1,0,0
466059,R. Cipolla,12,4,1
469338,Sanmay Das,1,0,0
516207,Mark-Jan Nederhof,1,0,0
532470,L Zhu,2,0,0
649730,M. Trajkovic,1,0,0
734086,Stefan Wrobel,1,0,0
793178,Pablo Ariel Duboué,1,0,0
802832,Miriam Goldberg,1,0,0
851097,Yee Seng Chan,1,0,0
861171,Janusz Bobulski,1,0,0
880722,Roxana Girju,2,3,1
1149127,Rebecca Hwa,2,2,1
1150127,F. Esposito,1,0,0
1602934,Dennis Kibler,1,0,0
70562,P. H. S. Torr,8,6,1
70891,Ullrich Köthe,1,0,0
247860,Rong Xiao,1,0,0
371851,Rahul Bhotika,1,0,0
560635,Jake D. Brutlag,1,0,0
570941,Ewan Klein,2,0,0
717448,Dimitrios Gunopulos,1,0,0
730031,Roman Wyrzykowski,2,0,0
791964,Jeong-Mi Cho,1,0,0
900023,Jennifer Neville,1,0,0
1060150,Zheng Chen,1,0,0
1436757,Hongcheng Wang,1,0,0
1460014,Wei Zhang,1,0,0
1503940,Gerald Penn,3,0,0
1571972,Xiaofeng Yang,1,0,0
1621674,Abraham Wyner,1,0,0
1635196,W. Eric L. Grimson,1,0,0
10432,Shien-Shin Tham,1,0,0
124490,M. Tistarelli,3,0,0
363754,Andrew Gordon,1,0,0
580586,D. Ormoneit,1,0,0
1323032,T. F. Cootes,4,0,0
1351785,Jude W. Shavlik,2,0,0
28849,Matthew R. Glickman,1,0,0
308036,Roberto Manduchi,2,0,0
363034,Xianfeng Gu,1,0,0
443795,Jette Randløv,2,0,0
580053,Alexander Koller,3,0,0
829605,Takeshi Kawabata,1,1,1
943045,Ezio Malis,2,0,0
174042,Colin Cherry,1,0,0
340449,Andrew W. Senior,1,0,0
583529,Wee Sun Lee,1,0,0
929627,Pascal Fua,5,0,0
1014923,Sandra Kübler,1,0,0
1191433,Thorsten Joachims,6,0,0
1197747,A. J. Torralba Silgado,2,0,0
1707517,Jeffrey C. Reynar,1,2,1
321967,Fei-Yue Wang,1,0,0
443308,JungHyun Han,1,0,0
523533,Antal van den Bosch,2,0,0
788472,Krzysztof Krawiec,1,0,0
1028091,Gábor Prószéky,1,0,0
1177270,I Kononenko,2,0,0
1563394,Jianfeng Gao,6,1,1
486908,Hugues Bersini,1,0,0
621348,James W. Davis,1,0,0
718866,Peter Ju,1,0,0
732007,Ying Wu,1,1,1
850790,Leonid Sigal,1,0,0
890170,Tomás Werner,1,0,0
1135730,Simon Colton,1,0,0
1178356,Rebecca J. Passonneau,1,1,1
1233248,Christos Papatheodorou,1,0,0
1607658,James Shaw,1,1,1
1616922,Eric K. Ringger,1,0,0
1695455,Kyo Kageura,1,0,0
70979,Joris Vanden Wyngaerd,1,0,0
200013,T. Hague,1,0,0
309105,Rein van den Boomgaard,2,0,0
318275,M. Sebban,2,0,0
561135,Helen Wright Hastie,1,0,0
653815,Cristian Sminchisescu,2,2,1
827369,S H Myaeng,1,0,0
834708,François Barthélemy,1,0,0
909257,Anurag Mittal,2,0,0
961650,Chris Buehler,1,0,0
1014895,D. P. de Farias,1,0,0
1161735,Jan Hajic,2,4,1
1169023,René Vidal,2,0,0
1343012,Hisayuki Kanda,1,0,0
1356371,Tina Eliassi-Rad,1,0,0
1360683,G. Frederix,2,0,0
1408251,J.-P. Pons,2,0,0
1619170,A. Ja. Dikovsky,1,0,0
1629538,Ralf Herbrich,1,0,0
330696,Sašo Džeroski,5,0,0
341132,Kurt Cornelis,1,0,0
502983,Shree K. Nayar,11,3,1
561042,Geoff J. McLachlan,2,0,0
574064,T. Van Allen,1,0,0
1001759,Lior Wolf,4,5,2
1137328,I. Tastl,1,0,0
1166313,Gianfranco Doretto,1,0,0
1282487,Yasubumi Sakakibara,1,0,0
1523312,Weiming Hu,1,0,0
1603434,P. Smyth,1,0,0
31994,Michel Vidal-Naquet,1,0,0
87264,Xavier Muñoz,1,0,0
242807,Ying Wu,1,0,0
493000,Anette Frank,2,1,1
573826,Masayuki Asahara,1,0,0
635469,Michele Banko,2,6,1
853672,Martin Jansche,1,0,0
1095311,Jakub Zavrel,1,0,0
1183850,T. S. Chua,2,0,0
1271623,Anthony Yezzi,5,0,0
1395958,Michael F. Cohen,1,0,0
275570,Cen Rao,1,0,0
355931,B F Buxton,2,0,0
360875,Gilles Aubert,2,0,0
418828,Steve Whittaker,1,1,1
909222,H. Delingette,1,1,1
941403,Bernhard Hengst,1,0,0
1016692,Thomas Corpetti,1,0,0
1045365,Leen-Kiat Soh,1,0,0
1163227,Carsten Rother,1,1,1
229805,Eric Pauwels,2,0,0
294461,Allan Borra,1,0,0
316580,Haifeng Liu,1,0,0
318323,Richard P. Wildes,1,0,0
462301,Stefan Evert,1,0,0
568325,Javier Ortega-Garcia,1,0,0
626198,Karin Müller,2,0,0
1073133,Klaus J. Kirchberg,1,0,0
1154258,David L. Dowe,1,0,0
1340682,Kim Gerdes,1,0,0
1429034,Yiming Yang,3,0,0
1469208,Xin Tong,1,0,0
1479900,Michael Collins,4,13,2
1551200,Il-Kyun Jung,1,0,0
1653450,Vineet Chaitanya,1,0,0
1662451,Peter L. Bartlett,2,0,0
74620,Richard A. Caruana,1,0,0
605009,Michael Julian Black,6,7,1
778459,Arda Çelebi,1,0,0
808663,I. Laptev,1,0,0
1335235,Takahiro Okabe,1,0,0
1405542,Mu Li,1,0,0
1436415,Luis Perez-Breva,1,0,0
38110,Erwin Marsi,1,0,0
221867,Maurice Ringer,1,0,0
580642,Slobodan Ilic,1,0,0
645764,Yuankai Jiang,1,0,0
803514,Hongyan Jing,1,0,0
1326300,Huajie Zhang,1,0,0
22727,Anat Levin,1,0,0
42158,Inderjeet Mani,3,1,1
128049,A. D. Jepson,4,0,0
147983,Roger Levy,1,0,0
163787,Eric Fosler-Lussier,1,0,0
316784,Rashmi Prasad,1,0,0
355132,Gabriel Pereira Lopes,1,0,0
531696,M Glesner,1,0,0
811494,Amir Jafari,1,0,0
831476,A. Busti,1,0,0
848446,Nail Gumerov,1,0,0
984882,Gang Wang,1,0,0
1044298,Dan Flickinger,1,3,1
1045090,J. Daudé,1,0,0
1120033,Peter Stone,1,0,0
1147918,Jill Burstein,1,0,0
1151695,David Vernon,2,0,0
1162008,Catalina Barbu,1,0,0
1428458,Richard M. Karp,1,0,0
1503289,Simon Lacroix,1,0,0
75163,Christophe Chefd'hotel,1,0,0
101151,Michael Bowman,1,0,0
335900,Yuji Matsumoto,6,2,1
341248,S. C. Schwartz,1,0,0
389776,Jiaya Jia,1,0,0
505499,Cordelia Schmid,4,0,0
593624,Kannan Achan,1,0,0
955340,Young-Suk Lee,1,1,1
1080748,Donna K. Byron,1,1,1
1460351,Keith Hall,1,0,0
1509916,Hai Leong Chieu,2,0,0
1596728,Serge Belongie,3,2,1
1646016,Luis Talavera,2,0,0
1693674,Tom Pierce,1,0,0
112055,Jean-Paul Armspach,1,0,0
159006,Thomas G. Dietterich,1,0,0
284658,Joachim Niehren,3,0,0
304174,Yue Zhou,1,0,0
305938,Jongsun Kim,1,0,0
498313,Sherri L. Condon,1,1,1
504613,Laurent D. Cohen,3,1,1
530459,Aleksandr Dubinskiy,1,0,0
539853,El-Sayed Atlam,1,0,0
604755,Eric Yap,1,0,0
607063,Adam Finkelstein,1,0,0
612605,Yuh-Jyh Hu,1,0,0
615671,Gerard Medioni,2,1,1
741385,Keiichi Yoshida,1,0,0
1101206,A. Srivastava,1,0,0
1104890,Alexei Gritai,1,0,0
1220010,Kiyoshi Sudo,1,0,0
1521860,Maja J. Mataric,1,0,0
1629915,Barbara L. Gates,1,1,1
1704302,D Maio,1,0,0
87067,Brigham S. Anderson,1,0,0
204588,Manfred Pinkal,2,0,0
339384,Michail G. Lagoudakis,2,0,0
420589,Ulrich Hillenbrand,1,0,0
481333,Sylvia C. Pont,1,0,0
555573,Markus Middendorf,1,0,0
805299,Nobuhiro Kaji,1,0,0
1051366,Marco Wiering,2,0,0
1131476,Graziano Chesi,1,0,0
1398481,Huan Chang,1,0,0
259756,Zhi-Pei Liang,1,0,0
312553,Antal Van Den Bosch,4,2,1
487132,Arindam Banerjee,1,0,0
679884,George Tecuci,1,0,0
689904,Stefan Schrödl,1,0,0
910678,Shmuel Peleg,2,1,1
1035878,Kevin C. Yeh,1,0,0
1111973,Todd E. Zickler,2,0,0
1142138,Llew Mason,1,1,1
1240325,Xiaofei He,1,0,0
27717,Miroslav Kubat,2,0,0
677887,Ashutosh Garg,1,0,0
702867,L. Gaucher,1,1,1
718972,Michael Schiehlen,2,0,0
1100701,Geoffrey Webb,2,0,0
1438620,T. S. Huang,2,0,0
1446178,Scott McDonald,1,0,0
1451221,Adam L. Berger,1,1,1
57950,Tao Xiang,1,0,0
426046,Yasuhiro Taniguchi,1,0,0
842141,Hagen Spies,1,0,0
1218390,Nalini K. Ratha,1,0,0
1303570,Matthew J. Beal,1,0,0
1604032,M. Adda-Decker,1,0,0
52250,Andreas Ruf,2,1,1
305281,Lisa N. Michaud,1,0,0
342203,Alexander K. Seewald,1,0,0
392741,Hitoshi Isahara,8,1,1
524468,Gerda Lubenova Kamberova,1,0,0
546789,S. McCarley,1,0,0
577389,Annie Foret,1,0,0
720285,Hanno Scharr,1,0,0
769248,Sadao Kurohashi,2,1,1
923974,Jacques-Olivier Lachaud,1,0,0
951398,Ravi Ramamoorthi,1,0,0
1095139,Simon Baker,1,1,1
1138343,Darya Frolova,1,0,0
1567735,Cyril Allauzen,1,0,0
1665372,Joachim Buhmann,3,2,1
117550,Sadaoki Furui,1,0,0
317575,Horst Hau&#223/ecker,1,0,0
344288,Eric McCreath,1,0,0
714377,Shie Mannor,1,0,0
876949,Zeyun Yu,1,0,0
948127,Fernando de la Torre,1,0,0
1195814,Craig Saunders,2,0,0
1197328,D. Feldman,2,0,0
1286889,Wei Fan,1,0,0
1360349,Güter Neumann,1,1,1
1469134,Simon Tong,1,1,1
1621556,Samuel W. Hasinoff,1,0,0
1638741,Jae Won Lee,1,0,0
1683703,D. Suter,1,0,0
52909,Wee Sun Lee,1,0,0
61452,Satinder P. Singh,2,0,0
92750,Christian R. Shelton,1,0,0
120050,Dave Peterson,1,0,0
207798,Razvan C. Bunescu,1,0,0
263360,Cenk Kaynak,1,0,0
487023,Bikramjit Banerjee,1,0,0
491856,Byoung-Tak Zhang,3,0,0
531177,G. H. Granlund,1,0,0
635823,Luiz M. G. Gonçalves,2,4,2
716339,Chanderjit Bajaj,1,0,0
864212,Laurent El Ghaoui,1,0,0
1035464,Xilin Chen,1,0,0
1206667,Tatsuya Kawahara,2,0,0
1231463,Susan E. Brennan,1,0,0
1337821,Anat Levin,1,0,0
20454,Yeun-Bae Kim,1,0,0
44109,Kenji Furukawa,1,0,0
191434,Brian Curless,1,0,0
210628,Harpreet S. Sawhney,3,0,0
481525,Attilio Giordana,1,0,0
550701,Jose M. Castano,1,0,0
942948,Kazunori Onoguchi,1,0,0
1010315,Guozhu Dong,1,0,0
1056385,Sang W. Lee,1,0,0
1602810,R. Gaizauskas,1,0,0
617442,Kurt Driessens,1,0,0
740023,Haym Hirsh,1,0,0
1179647,Einoshin Suzuki,1,0,0
1189370,Athinodoros S. Georghiades,1,0,0
1304547,Qi Zhang,2,0,0
1495780,Dean F. Hougen,1,0,0
83043,P. Langley,6,0,0
111637,Arcot Sowmya,1,0,0
379951,Denver Dash,1,0,0
393041,Satoshi Sekine,3,0,0
473014,Robert Malouf,2,0,0
505419,Marco Carcassoni,1,0,0
554203,Sanda M. Harabagiu,4,3,1
667956,Tom Drummond,4,1,1
799656,Tomás Werner,1,0,0
1122308,Aly A. Farag,2,1,1
1139547,Ian H. Witten,1,0,0
1439763,W. Lam,1,0,0
1446477,Z. Rasheed,1,0,0
1485478,Kyung-Soon Lee,1,0,0
1633295,Nicola Fanizzi,1,0,0
1688416,Xianghua Ying,1,0,0
1709879,J. Sánchez,1,0,0
118181,Hang Li,1,0,0
201745,Jian Su,2,2,1
261571,D S Weld,1,0,0
562162,Michael D. Grossberg,2,0,0
957685,Chew L Tan,1,0,0
1231897,M. Hearst,2,1,1
162506,Meir Cohen,1,2,1
268449,Roman Goldenberg,1,0,0
330582,Sam Roweis,1,0,0
499951,Frank Delleart,1,0,0
648605,Dana Segal,1,1,1
803370,Radu Florian,1,0,0
1008560,Tetiana Valchuk,1,0,0
1035932,D. Peel,1,0,0
1099509,Carlotta Domeniconi,1,0,0
1354464,U. Grenander,1,0,0
1466400,Chin-Yew Lin,2,1,1
1586020,Gary Geunbae Lee,1,0,0
193558,Pradit Mittrapiyanuruk,1,0,0
340358,J. Matas,1,1,1
394378,Machiel Westerdijk,1,0,0
476099,Edward A. Geiser,1,0,0
691276,Motilal Agrawal,1,0,0
791499,Yuri Boykov,1,0,0
992923,Lothar Hermes,1,0,0
1155826,Kenneth W. Church,1,0,0
1632312,Thomas B. Sebastian,1,0,0
205402,Érick Alphonse,1,0,0
383857,Masaaki Nagata,2,1,1
390900,Rodger Kibble,1,1,1
580654,Georgios Paliouras,2,0,0
1027532,Daniel R. Dooly,1,0,0
1168903,Adrian Barbu,1,0,0
1372630,C. Decaestecker,1,0,0
1623208,Freddy Y. Y. Choi,1,0,0
1650656,Theodore J. Perkins,3,0,0
103600,Hua Wu,1,0,0
160955,Anna Korhonen,2,0,0
179610,Xing Chen,1,0,0
413922,Hwee Tou Ng,1,0,0
507307,Daniel Francis Hardt,1,0,0
521253,Julie E. Boland,1,1,1
588171,Milena Petrova,1,0,0
670513,Hong Qi,1,0,0
729076,Danny B. Yang,1,0,0
752889,Carine Hue,1,0,0
786145,R Sangal,1,0,0
842130,Michael Jahr,1,2,1
1580315,Alexandre Guimond,1,0,0
303450,J. L. Crowley,3,1,1
484193,A S Willsky,1,1,1
735293,Yan Zhou,1,1,1
1258634,Kobus Barnard,3,0,0
1522439,Partha Niyogi,1,0,0
209203,Junxian Wang,1,0,0
226392,Yuka Tateishi,1,0,0
250142,Deepayan Chakrabarti,1,0,0
255733,Beth A Hockey,3,0,0
723112,Hua Cheng,1,1,1
790935,Supan Samarasekara,1,0,0
1325885,Ossama Emam,1,1,1
1422842,Franck Genet,1,0,0
1423633,DeKang Lin,3,1,1
1586374,Scott Sanner,1,0,0
26113,Dan Roth,1,0,0
192242,M. J. Pazzani,1,0,0
231837,Taro Watanabe,1,0,0
552823,Daphna Weinshall,3,0,0
847570,L. Van Gool,6,0,0
1137419,João Mexia,1,0,0
1421797,L. Torresani,1,0,0
1581401,Yiannis Aloimonos,1,0,0
1650436,Trevor Darrell,5,0,0
1677870,C. A. Knoblock,2,0,0
68413,Tadashi Nomoto,2,1,1
83098,Sergey V. Pakhomov,2,0,0
177349,Mazin G. Rahim,1,0,0
263376,Claire Gardent,3,1,1
264363,Paulo R. S. Mendonça,2,2,1
521467,Guy Lebanon,1,1,1
552639,Miles E. Hansard,1,0,0
649177,David Jelinek,1,0,0
772572,S. Roukos,4,6,1
804270,Youji Kiyota,1,0,0
814919,Nikos Canterakis,1,2,1
903057,Tomer Hertz,2,0,0
1195760,Joseph A. O'Sullivan,1,0,0
1510142,John R. Anderson,1,0,0
1542357,Takayuki Hamamoto,1,0,0
1702811,K Ramamohanarao,3,0,0
86218,Wenxin Jiang,1,0,0
110423,Nanning Zheng,1,0,0
127466,Stefan Rapp,1,1,1
330840,W. R. Edwards,1,1,1
480352,Topi Mäenpää,1,0,0
1032665,Matthew Berland,1,1,1
1338372,Anat Levin,2,0,0
1618782,D. Paiva,1,0,0
1629533,Joseph Bockhorst,2,0,0
1690915,Edward M. Riseman,1,0,0
1694068,Alicia Abella,1,0,0
127997,Risi Imre Kondor,1,0,0
147013,Yizhou Wang,3,0,0
410498,Svetlana Lazebnik,3,0,0
633711,Ronald Parr,1,0,0
786969,Huiying Zhong,1,0,0
841393,Stefan Schaal,2,0,0
101160,Jesús Peral,1,0,0
174717,Y Yeshurun,1,0,0
242543,Amanda Stent,2,2,1
341209,Andrew Lippman,1,0,0
354072,Rob Fergus,1,0,0
534693,Antonio Ferrández,2,0,0
586938,Angel Domingo Sappa,1,0,0
639164,Melanie Siegel,1,1,1
1124345,George Kamberov,1,0,0
1306211,Amy McGovern,1,0,0
1525174,Yee-Hong Yang,1,0,0
1554904,Arun Ross,1,0,0
1620097,Somboon Hongeng,1,0,0
1624015,Won Seug Choi,1,0,0
1645402,P. J. Giblin,2,0,0
115640,Ruzena Bajcsy,1,0,0
307951,Yong Wang,1,0,0
339621,Salvador Ruiz-Correa,1,0,0
339762,Moshe Ben-Ezra,3,1,1
487373,Baback Moghaddam,1,2,1
490257,Changshui Zhang,1,0,0
766575,Katharina Probst,1,0,0
831418,Martin S. Chodorow,1,0,0
873427,Vasanth Philomin,1,0,0
913295,Andrea Lagorio,1,0,0
994049,Henrik Malm,1,0,0
1026691,Manny Rayner,2,0,0
1040082,Matthew D. Mullin,1,0,0
1052084,Micheal Rudzsky,1,0,0
1119781,Patricia J. Riddle,1,0,0
1242943,Tzu-Tsung Wong,1,0,0
1260730,Bernt Schiele,1,0,0
1332208,Teruo Koyama,1,0,0
1535197,Ciprian Ioan Chelba,1,0,0
1559032,Gregory C. Sharp,1,0,0
1611855,Linda G Shapiro,1,0,0
1627376,Michael Dyer,1,0,0
1663159,Alexander Clark,1,0,0
26118,Maneesh K. Singh,1,0,0
33521,Ko Nishino,1,0,0
73050,Eric E. Bloedorn,1,1,1
112540,Liran Goshen,1,0,0
161195,Lyle Noakes,1,0,0
253818,Ian H. Jermyn,1,1,1
454658,Olcay Taner Yildiz,1,0,0
481349,Romer Rosales,1,0,0
482470,Tom Malzbender,1,0,0
565531,Jan Neumann,1,0,0
756639,J Kittler,1,1,1
791106,Javier Portilla,1,0,0
939304,Christian Lebiere,1,0,0
1165902,A Vicino,1,0,0
1177265,Ralf Engel,1,0,0
1228117,Dennis Tell,2,2,1
1303428,Yuji Matsumoto,1,0,0
1369633,Gianluca Bontempi,1,0,0
1417034,Paul Clough,1,0,0
379980,Richard Dearden,1,0,0
404205,Michael Jones,2,2,1
767133,E. Hajičová,1,0,0
885011,Hui Gao,1,0,0
968258,Nicolae Duta,1,0,0
1027403,Michael Elhadad,2,1,1
1097150,Jean-Marc Lavest,1,0,0
1119028,Qiang Ji,1,0,0
1124685,Zhanyi Hu,1,0,0
1283428,Gy. Dorkó,1,0,0
1354465,Rajesh Parekh,1,0,0
1671107,Jacob Goldberger,4,1,1
482450,João P. Barreto,2,0,0
552834,Changning Huang,4,0,0
774961,Petr Sgall,1,0,0
1143167,Kenneth Nilsson,1,0,0
1310060,Yutaka Sasaki,2,0,0
1538282,Mark Brodie,1,0,0
1555395,Hans-Ulrich Krieger,4,4,1
1626237,William T. Freeman,3,2,1
125996,Jian-Gang Wang,1,0,0
443924,Andrea Torsello,1,0,0
547218,David Milward,1,1,1
1497894,Christoph Bregler,1,0,0
1608333,Michael L. Littman,4,0,0
1650432,Gavriel Speyer,1,0,0
15055,Allen R. Hanson,1,0,0
149265,Sylvain Kahane,1,0,0
316542,Collin F. Baker,1,0,0
352417,Tanveer Fathima Syeda-Mahmood,1,0,0
357899,Roman Yangarber,1,0,0
477355,Hristo Tanev,1,0,0
558445,Toyomi Saiga,1,0,0
596813,Adnan Ansar,1,0,0
636102,E. Hayman,3,0,0
804969,Tsutomu Hirao,1,0,0
1008226,Ruth Rosenholz,1,0,0
1122459,David Page,2,0,0
1130803,Denis Simakov,1,0,0
1193999,Monica Rogati,2,0,0
1612923,Erin Bredensteiner,1,0,0
318411,Achi Brandt,1,0,0
420206,Paul Morǎrescu,1,0,0
488988,Y. Y. Zeevi,1,0,0
529517,Lionel Oisel,1,0,0
587979,Huang Changning,1,0,0
591284,Daphne Koller,3,1,1
650898,Claude Barras,1,0,0
804767,Erhard W. Hinrichs,2,0,0
922337,Imari Sato,1,0,0
1354514,Andrea Kowalski,1,0,0
80842,Dan Cristea,1,0,0
208590,J. W. Bell,1,0,0
459319,Hai Jin,3,2,1
568407,Dennis DeCoste,1,0,0
752999,N. Rubin,1,0,0
966517,Akio Yokoo,1,1,1
1116475,A. N. Poo,1,0,0
1262467,Nozha Boujemaa,2,0,0
1328266,Kiyotaka Uchimoto,3,0,0
1352072,"Hal Daumé, III",1,0,0
1471531,Jorge Cabrera-Gámez,1,0,0
1480237,Yevgeny Seldin,1,0,0
79096,M. Harville,1,0,0
143038,Jesus A. Gonzalez,1,0,0
519244,Joshua Goodman,2,0,0
1338820,Malcolm R. K. Ryan,1,0,0
1534453,H H Nagel,1,0,0
439977,Mike Rogers,1,0,0
658297,Oliver King,1,1,1
851464,R M Bolle,1,0,0
1016010,Bing Wang,1,0,0
1581110,Francisco Casacuberta,1,0,0
1697170,William M. Campbell,2,0,0
71471,Dan I Moldovan,5,4,1
274836,Marie-Pierre Dubuisson-Jolly,1,0,0
299137,Meng Sun,1,0,0
629895,Karvel K. Thornber,1,0,0
891547,Kristin J. Dana,2,2,1
1024922,Richard Myers,1,0,0
1133740,Tobias Scheffer,3,0,0
1168602,Ed Kaiser,1,0,0
1196248,Giulio Sandini,1,0,0
1357162,Jiangjian Xiao,1,0,0
1428394,Stephen Lin,3,0,0
1578696,G Biswas,1,0,0
55098,Dong-Min Woo,1,0,0
318863,Zhaohui Sun,1,0,0
524570,Hisami Suzuki,1,0,0
802364,Hossein Yahia,1,0,0
850386,Xavier Pennec,1,1,1
874483,Ryszard Kozera,1,0,0
881182,Yonatan Wexler,2,0,0
1097501,Fabian Ernst,1,0,0
1274322,Irene Langkilde,1,1,1
91932,Alexander S. Yeh,1,0,0
105682,Xiaoqiang Luo,1,0,0
128480,R. Kimmel,1,0,0
243350,Kwan-Yee K. Wong,2,2,1
575016,Mubarak Shah,5,0,0
672079,Eran Borenstein,1,0,0
898811,Arnoldo Mayer,1,0,0
1088942,Mark Schwabacher,1,0,0
1120996,Kazuhiro Fukui,1,0,0
1460683,Robert N. Moll,1,0,0
1618960,Vladimir Kolmogorov,4,1,1
203712,Anand Panangadan,1,0,0
418304,Hannes Pirker,1,0,0
425736,H. D. Tagare,1,0,0
681635,Naoki Yoshinaga,2,0,0
883802,Narendra Gupta,1,0,0
955145,Arnaud Doucet,2,0,0
1125854,M. Pietikäinen,1,0,0
1371124,Craig Gotsman,1,0,0
1418035,M. K. Teal,1,0,0
25329,Nicholas Roy,1,0,0
59648,Fabrice Heitz,1,0,0
99157,Tat-Jen Cham,1,1,1
309155,Daisuke Kawahara,1,0,0
367047,Geoffrey J. Gordon,1,0,0
524382,Modesto Castrillón Santana,2,1,1
668010,Chris Drummond,1,0,0
741727,Sarah Zelikovitz,1,0,0
917018,Peter Sturm,5,0,0
1066314,Mark Hall,1,0,0
1441259,J. W. Lloyd,1,0,0
1606169,Corinna Richter,1,0,0
65537,Yang Song,2,4,2
406502,Stanley E. Scharoff,2,0,0
794476,J. R. Bergen,1,0,0
831462,Dragomir R. Radev,1,0,0
879061,Jiahua Wu,1,0,0
921137,Fumiaki Tomita,1,0,0
1136814,Juho Rousu,1,0,0
1266360,Sam Scott,1,0,0
1553872,A J van Doorn,1,0,0
1600053,D. M. Gavrila,1,2,1
1623743,Cen Li,1,0,0
1698464,Alain Trubuil,2,1,1
35030,Gerald Dalley,1,0,0
