author_id,country_id
216,10
677,7
704,4
1359,8
1989,7
2849,6
5965,5
5992,2
8379,15
9258,12
10432,11
11513,4
13297,7
14391,1
15055,10
20454,1
22391,3
22727,8
24223,0
24505,5
24522,2
25329,3
25330,6
25531,14
26113,15
26118,2
26750,3
26882,12
27705,9
27717,0
28849,4
31220,2
31994,15
32626,15
33052,15
33521,8
35030,7
35105,2
35450,0
36692,15
37042,5
38110,0
42158,6
42849,14
42945,8
43547,0
44109,6
45052,15
45268,15
46701,8
48290,8
48596,5
49731,0
50062,15
51893,15
51977,15
52245,0
52250,7
52878,6
52909,3
54529,2
55098,2
55522,10
56955,2
57950,2
58670,14
58704,0
59117,4
59136,2
59648,11
60382,10
60470,15
60786,15
61452,10
62099,0
62329,15
62725,8
62752,10
65537,5
68413,15
68688,5
68922,4
69298,8
69321,15
70079,6
70562,15
70891,1
70979,5
71288,4
71471,15
72883,0
73050,5
73109,15
74083,15
74460,15
74560,8
74620,4
74695,11
74730,7
74878,11
75163,15
79071,15
79096,6
79599,12
80842,15
82624,0
83043,2
83044,6
83098,11
84610,14
85961,15
86218,8
86694,8
86912,15
87067,2
87264,8
89038,9
89673,13
91932,14
92750,9
92780,7
93228,3
93301,5
93633,8
94424,4
94497,15
95118,0
95820,6
95878,8
95924,2
96156,15
97085,15
97520,2
98783,5
99157,15
99640,9
100313,2
101042,4
101151,8
101160,15
101414,5
101804,2
103600,15
105682,4
106304,7
109158,8
109411,0
109575,9
109914,3
110423,8
111250,6
111637,8
111860,6
112055,2
112310,12
112540,9
112705,5
114037,7
115640,7
117201,2
117550,4
118181,3
118591,5
119404,15
120050,8
124295,12
124490,15
125996,15
126806,13
127182,4
127450,7
127466,13
127997,13
128049,14
128297,15
128480,8
128585,2
129362,15
130774,5
134224,0
136704,15
139402,7
139507,15
140838,7
143038,2
143684,12
144713,10
145217,8
145422,5
146123,2
147013,0
147461,2
147983,15
148492,14
148563,4
149070,0
149215,15
149265,1
149504,8
149511,15
149530,12
150281,10
150582,12
151238,11
151576,1
151846,2
153181,10
154919,7
158820,15
159006,0
159168,15
160385,14
160955,13
161015,8
161195,8
161248,15
161282,10
161710,15
162198,7
162506,4
163787,5
164316,15
171177,7
173400,4
173570,13
173903,15
174042,6
174717,8
177349,13
179063,15
179257,15
179373,6
179523,2
179610,0
180287,4
180338,6
186193,0
188086,2
189375,2
190198,7
190521,7
191048,15
191321,2
191434,15
192242,1
192388,0
193424,5
193526,7
193558,0
193634,0
193881,4
198755,0
200013,0
201114,15
201745,3
203712,15
203813,2
204588,15
205402,2
207798,15
208590,5
208772,3
208818,15
209107,5
209203,15
209645,8
210216,15
210366,15
210628,2
210667,8
215670,1
216437,15
218608,12
218944,2
219113,5
220797,15
221379,8
221867,4
223474,4
224633,4
226392,8
228964,2
229391,0
229470,9
229805,15
230016,4
230180,6
230488,2
231837,9
231976,9
232815,0
235117,5
235686,4
236592,10
236724,11
239917,10
241913,0
242262,1
242543,5
242807,15
243350,14
243485,14
243754,9
244671,15
246550,14
247860,4
250142,4
250660,15
251132,13
251272,5
253049,11
253691,10
253799,9
253818,5
255733,2
256556,1
258080,10
258587,2
258909,15
259756,8
259834,7
260599,2
260859,5
261022,15
261571,6
261682,2
261748,5
262035,14
263292,2
263360,7
263376,3
263787,3
264210,2
264363,15
264423,15
265505,14
268449,14
271030,2
272658,15
273782,2
274716,6
274836,9
274852,4
275570,2
275842,14
276389,5
276456,13
282083,15
284447,10
284658,15
285351,6
285923,15
288303,15
288713,8
288831,7
288902,10
290258,0
290611,3
290916,5
293126,2
294461,15
295676,10
299137,15
299976,6
300959,11
301236,4
301283,9
301312,15
301572,9
301599,8
303069,8
303231,11
303450,13
304174,9
304819,15
305281,12
305938,2
306110,6
306197,8
306324,15
307088,15
307393,15
307638,2
307786,6
307951,5
308036,8
308058,4
