article_id,topic_id
635706,0
635707,0
635708,0
635709,0
635710,0
635711,0
635712,0
635713,0
635714,0
635715,0
635716,0
635717,0
635718,0
635719,0
635720,0
635721,0
635722,0
635723,0
635724,0
635725,0
635726,0
635727,0
635728,0
635729,0
635730,0
635731,0
635732,0
635733,0
635734,0
635735,0
635736,0
635737,0
635738,0
635739,0
635740,0
635741,0
635742,0
635743,0
635744,0
635745,0
635746,0
635747,0
635748,0
635749,0
635750,0
635751,0
635752,0
635753,0
635754,0
635755,0
635756,0
635757,0
635758,0
635759,0
723836,0
724153,0
724154,0
724155,0
724156,0
724157,0
724158,0
724159,0
724160,0
724161,0
724162,0
724163,0
724164,0
724165,0
724166,0
724167,0
724168,0
724169,0
724170,0
724171,0
724172,0
724173,0
724174,0
724175,0
724176,0
724177,0
724178,0
724179,0
724180,0
724181,0
724182,0
724183,0
724184,0
724185,0
724186,0
724187,0
724188,0
724189,0
724190,0
724191,0
724192,0
724193,0
724194,0
724195,0
724196,0
724197,0
724198,0
724199,0
724200,0
724201,0
724202,0
724203,0
724204,0
724205,0
724206,0
724207,0
724208,0
724209,0
724210,0
724211,0
724212,0
724213,0
724214,0
724215,0
724216,0
724217,0
724218,0
724219,0
724220,0
724221,0
724222,0
724223,0
724224,0
724225,0
724226,0
724227,0
724228,0
724229,0
724230,0
724231,0
724232,0
724233,0
724234,0
724235,0
724236,0
724237,0
724238,0
724239,0
724240,0
724241,0
724242,0
724243,0
724244,0
724245,0
724246,0
724247,0
724248,0
724249,0
724250,0
724251,0
724252,0
724253,0
724254,0
724255,0
724256,0
724257,0
724258,0
724259,0
724260,0
724261,0
724262,0
724263,0
724264,0
724265,0
724266,0
724267,0
724268,0
724269,0
724270,0
724271,0
724272,0
724273,0
724274,0
724275,0
724276,0
724277,0
724278,0
724279,0
724280,0
724281,0
724282,0
724283,0
724285,0
724286,0
724287,0
724288,0
724289,0
724290,0
724291,0
724292,0
724293,0
724294,0
724295,0
724296,0
724297,0
724298,0
724299,0
724300,0
724301,0
724302,0
724303,0
724304,0
724305,0
724306,0
724307,0
724308,0
724309,0
724310,0
724311,0
724312,0
724313,0
724314,0
724315,0
724316,0
724317,0
724318,0
724319,0
724320,0
724321,0
724322,0
724323,0
724324,0
724325,0
724326,0
724327,0
724328,0
724329,0
724330,0
724331,0
724332,0
724333,0
724334,0
724335,0
724336,0
724337,0
724338,0
724339,0
724341,0
724342,0
724343,0
724344,0
724345,0
724346,0
724347,0
724348,0
724349,0
724350,0
724351,0
786496,2
786497,2
786498,2
786499,2
786500,2
786501,2
786502,2
786503,2
786504,2
786505,2
786506,2
786507,2
786508,2
786509,2
786510,2
786511,2
786512,2
786513,2
786514,2
786515,2
786516,2
786517,2
786518,2
786519,2
786520,2
786521,2
786522,2
786523,2
786524,2
786525,2
786526,2
786527,2
786528,2
786529,2
786530,2
786531,2
786532,2
786533,2
786534,2
786535,2
786536,2
786537,2
786538,2
786539,2
786540,2
786541,2
786542,2
786543,2
786544,2
786545,2
786546,2
786547,2
786548,2
786549,2
786550,2
786551,2
786552,2
786553,2
786554,2
786555,2
786556,2
786557,2
786558,2
786559,2
786560,2
786561,2
786562,2
786563,2
786564,2
786565,2
786566,2
786567,2
786568,2
786569,2
786570,2
786571,2
786572,2
786573,2
786574,2
786575,2
786577,2
786578,2
786579,2
815791,2
815792,2
815793,2
815794,2
815795,2
815796,2
815797,2
815798,2
815799,2
815800,2
815801,2
815802,2
815803,2
815804,2
815805,2
815806,2
815807,2
815808,2
815809,2
815810,2
815811,2
815812,2
815813,2
815814,2
815815,2
815816,2
815817,2
815818,2
815819,2
815820,2
815821,2
815822,2
815823,2
815824,2
815825,2
815826,2
815827,2
815828,2
815829,2
815830,2
815831,2
815832,2
815833,2
815834,2
815835,2
815836,2
815837,2
815838,2
815839,2
815840,2
815841,2
815842,2
815843,2
815844,2
815845,2
815846,2
815847,2
815848,2
815849,2
815850,2
815851,2
815852,2
815853,2
815854,2
815855,2
815856,2
815857,2
815858,2
815859,2
815860,2
815861,2
815862,2
815863,2
815864,2
815865,2
815866,2
815867,2
815868,2
815869,2
815870,2
815871,2
815872,2
815873,2
815874,2
815875,2
815876,2
815877,2
815878,2
815879,2
815880,2
815881,2
815882,2
815883,2
815884,2
815885,2
815886,2
815887,2
815888,2
815889,2
815890,2
815891,2
815892,2
815893,2
815894,2
815895,2
815896,2
815897,2
815898,2
815899,2
815900,2
815901,2
815902,2
815903,2
815904,2
815905,2
815906,2
815907,2
815908,2
815909,2
815910,2
815911,2
815912,2
815913,2
815914,2
815915,2
815916,2
815917,2
815918,2
815919,2
815920,2
815921,2
815922,2
815923,2
815924,2
815925,2
815926,2
815927,2
817418,2
817419,2
817420,2
817421,2
817422,2
817423,2
817424,2
817425,2
817426,2
817427,2
817428,2
817429,2
817430,2
817431,2
817432,2
817433,2
817434,2
817435,2
817436,2
817437,2
817438,2
817439,2
817440,2
817441,2
817442,2
817443,2
817444,2
817445,2
817446,2
817447,2
817448,2
817449,2
817450,2
817451,2
817452,2
817453,2
817454,2
817455,2
817456,2
817457,2
817458,2
817459,2
817460,2
817461,2
817462,2
817463,2
817464,2
817465,2
817466,2
817467,2
817468,2
817469,2
817470,2
817471,2
817472,2
817473,2
817474,2
817475,2
817476,2
817477,2
817478,2
817479,2
817480,2
817481,2
817482,2
817483,2
817484,2
817485,2
817486,2
817487,2
817488,2
817489,2
817500,2
817501,2
817502,2
817503,2
817504,2
817505,2
817506,2
817507,2
817508,2
817509,2
817510,2
817511,2
817512,2
817513,2
817514,2
817515,2
817516,2
817517,2
817518,2
817519,2
817520,2
817521,2
817522,2
817523,2
817524,2
817525,2
817526,2
817527,2
817528,2
817529,2
817530,2
817531,2
817532,2
817533,2
817534,2
817535,2
817536,2
817537,2
817538,2
817539,2
817540,2
817541,2
817542,2
817543,2
817544,2
817545,2
817546,2
817547,2
817548,2
817549,2
817550,2
817551,2
817552,2
817553,2
817554,2
817555,2
817556,2
817557,2
817558,2
817559,2
817560,2
817561,2
817562,2
817563,2
817564,2
817565,2
817566,2
817567,2
817568,2
817569,2
817570,2
817571,2
817572,2
817573,2
817574,2
817575,2
817576,2
817577,2
817578,2
817579,2
817580,2
817581,2
817582,2
817583,2
817584,2
817585,2
817586,2
817587,2
817588,2
817589,2
817590,2
817591,2
817592,2
817593,2
817594,2
817595,2
817596,2
817597,2
817598,2
817599,2
817600,2
817601,2
817602,2
817603,2
817604,2
817605,2
817606,2
817607,2
817608,2
817609,2
817610,2
817611,2
817612,2
817613,2
817614,2
817615,2
817616,2
817617,2
817618,2
817619,2
